1	0.674425
2	0.994402
67	0.994697
228	0.995286
339	0.99558
630	0.995875
734	0.99617
758	0.996464
825	0.996759
1019	0.997054
1084	0.997348
1108	0.997643
1150	0.997938
1157	0.998232
1294	0.998527
1336	0.998821
1361	0.999116
1571	0.999411
2129	0.999705
2185	1
1	0.674425
2	0.994402
67	0.994697
228	0.995286
339	0.99558
630	0.995875
734	0.99617
758	0.996464
825	0.996759
1019	0.997054
1084	0.997348
1108	0.997643
1150	0.997938
1157	0.998232
1294	0.998527
1336	0.998821
1361	0.999116
1571	0.999411
2129	0.999705
2185	1
1	0.674425
2	0.994402
67	0.994697
228	0.995286
339	0.99558
630	0.995875
734	0.99617
758	0.996464
825	0.996759
1019	0.997054
1084	0.997348
1108	0.997643
1150	0.997938
1157	0.998232
1294	0.998527
1336	0.998821
1361	0.999116
1571	0.999411
2129	0.999705
2185	1
1	0.674425
2	0.994402
67	0.994697
228	0.995286
339	0.99558
630	0.995875
734	0.99617
758	0.996464
825	0.996759
1019	0.997054
1084	0.997348
1108	0.997643
1150	0.997938
1157	0.998232
1294	0.998527
1336	0.998821
1361	0.999116
1571	0.999411
2129	0.999705
2185	1
