1	0.668524
2	0.99415
67	0.994429
228	0.994986
339	0.995265
630	0.995543
734	0.995822
758	0.9961
825	0.996379
1019	0.996657
1084	0.996936
1108	0.997214
1150	0.997493
1157	0.997772
1294	0.99805
1336	0.998329
1361	0.998607
1571	0.998886
1629	0.999164
2129	0.999443
2185	0.999721
2248	1
1	0.668524
2	0.99415
67	0.994429
228	0.994986
339	0.995265
630	0.995543
734	0.995822
758	0.9961
825	0.996379
1019	0.996657
1084	0.996936
1108	0.997214
1150	0.997493
1157	0.997772
1294	0.99805
1336	0.998329
1361	0.998607
1571	0.998886
1629	0.999164
2129	0.999443
2185	0.999721
2248	1
1	0.668524
2	0.99415
67	0.994429
228	0.994986
339	0.995265
630	0.995543
734	0.995822
758	0.9961
825	0.996379
1019	0.996657
1084	0.996936
1108	0.997214
1150	0.997493
1157	0.997772
1294	0.99805
1336	0.998329
1361	0.998607
1571	0.998886
1629	0.999164
2129	0.999443
2185	0.999721
2248	1
1	0.668524
2	0.99415
67	0.994429
228	0.994986
339	0.995265
630	0.995543
734	0.995822
758	0.9961
825	0.996379
1019	0.996657
1084	0.996936
1108	0.997214
1150	0.997493
1157	0.997772
1294	0.99805
1336	0.998329
1361	0.998607
1571	0.998886
1629	0.999164
2129	0.999443
2185	0.999721
2248	1
