0	0.000162
1	0.003578
2	0.015103
3	0.034232
4	0.055936
5	0.075848
6	0.090012
7	0.096602
8	0.096514
9	0.091782
10	0.082886
11	0.072457
12	0.061519
13	0.05071
14	0.040868
15	0.032342
16	0.025358
17	0.019236
18	0.014796
19	0.010855
20	0.008169
21	0.005914
22	0.004326
23	0.003192
24	0.002223
25	0.001608
26	0.001066
27	0.000778
28	0.000594
29	0.000438
30	0.000289
31	0.000192
32	0.000124
33	8.5e-05
34	8e-05
35	3.2e-05
36	3e-05
37	2e-05
38	1.3e-05
39	1e-05
40	8e-06
41	3e-06
42	6e-06
43	1e-06
44	1e-06
45	2e-06
