1	0.875504
2	0.087628
3	0.021024
4	0.007798
5	0.003321
6	0.001777
7	0.001000
8	0.000583
9	0.000336
10	0.000275
11	0.000167
12	0.000122
13	0.000076
14	0.000071
15	0.000053
16	0.000039
17	0.000048
18	0.000028
19	0.000023
20	0.000017
21	0.000020
22	0.000012
23	0.000007
24	0.000007
25	0.000010
26	0.000008
27	0.000006
28	0.000007
29	0.000003
30	0.000002
31	0.000003
32	0.000001
33	0.000002
35	0.000001
38	0.000001
39	0.000002
40	0.000001
42	0.000001
43	0.000001
45	0.000001
46	0.000002
48	0.000002
51	0.000003
54	0.000001
57	0.000001
63	0.000001
64	0.000001
78	0.000001
121	0.000001
128	0.000001
