0	0.000199
1	0.003634
2	0.018735
3	0.052687
4	0.108945
5	0.185091
6	0.274885
7	0.371478
8	0.468667
9	0.560275
10	0.642849
11	0.715209
12	0.777122
13	0.827576
14	0.868413
15	0.900925
16	0.925845
17	0.945028
18	0.959594
19	0.970663
20	0.978945
21	0.984877
22	0.98928
23	0.99243
24	0.994632
25	0.996225
26	0.997316
27	0.998162
28	0.998711
29	0.999095
30	0.999381
31	0.999585
32	0.99973
33	0.999821
34	0.999878
35	0.999913
36	0.99995
37	0.999967
38	0.999978
39	0.999987
40	0.999991
41	0.999994
42	0.999998
43	0.999999
44	1
0	0.000199
1	0.003634
2	0.018735
3	0.052687
4	0.108945
5	0.185091
6	0.274885
7	0.371478
8	0.468667
9	0.560275
10	0.642849
11	0.715209
12	0.777122
13	0.827576
14	0.868413
15	0.900925
16	0.925845
17	0.945028
18	0.959594
19	0.970663
20	0.978945
21	0.984877
22	0.98928
23	0.99243
24	0.994632
25	0.996225
26	0.997316
27	0.998162
28	0.998711
29	0.999095
30	0.999381
31	0.999585
32	0.99973
33	0.999821
34	0.999878
35	0.999913
36	0.99995
37	0.999967
38	0.999978
39	0.999987
40	0.999991
41	0.999994
42	0.999998
43	0.999999
44	1
0	0.000199
1	0.003634
2	0.018735
3	0.052687
4	0.108945
5	0.185091
6	0.274885
7	0.371478
8	0.468667
9	0.560275
10	0.642849
11	0.715209
12	0.777122
13	0.827576
14	0.868413
15	0.900925
16	0.925845
17	0.945028
18	0.959594
19	0.970663
20	0.978945
21	0.984877
22	0.98928
23	0.99243
24	0.994632
25	0.996225
26	0.997316
27	0.998162
28	0.998711
29	0.999095
30	0.999381
31	0.999585
32	0.99973
33	0.999821
34	0.999878
35	0.999913
36	0.99995
37	0.999967
38	0.999978
39	0.999987
40	0.999991
41	0.999994
42	0.999998
43	0.999999
44	1
