1	0.668016
2	0.991188
67	0.991427
228	0.991903
339	0.992141
630	0.992379
679	0.992617
734	0.992855
757	0.993094
758	0.993332
825	0.99357
1019	0.993808
1043	0.994046
1084	0.994284
1108	0.994523
1150	0.994761
1157	0.994999
1294	0.995237
1336	0.995475
1361	0.995713
1571	0.995951
1572	0.99619
1602	0.996428
1629	0.996666
1676	0.996904
1761	0.997142
1982	0.99738
2011	0.997618
2129	0.997857
2185	0.998095
2230	0.998333
2248	0.998571
2337	0.998809
2439	0.999047
2597	0.999286
2676	0.999524
2692	0.999762
2725	1
1	0.668016
2	0.991188
67	0.991427
228	0.991903
339	0.992141
630	0.992379
679	0.992617
734	0.992855
757	0.993094
758	0.993332
825	0.99357
1019	0.993808
1043	0.994046
1084	0.994284
1108	0.994523
1150	0.994761
1157	0.994999
1294	0.995237
1336	0.995475
1361	0.995713
1571	0.995951
1572	0.99619
1602	0.996428
1629	0.996666
1676	0.996904
1761	0.997142
1982	0.99738
2011	0.997618
2129	0.997857
2185	0.998095
2230	0.998333
2248	0.998571
2337	0.998809
2439	0.999047
2597	0.999286
2676	0.999524
2692	0.999762
2725	1
1	0.668016
2	0.991188
67	0.991427
228	0.991903
339	0.992141
630	0.992379
679	0.992617
734	0.992855
757	0.993094
758	0.993332
825	0.99357
1019	0.993808
1043	0.994046
1084	0.994284
1108	0.994523
1150	0.994761
1157	0.994999
1294	0.995237
1336	0.995475
1361	0.995713
1571	0.995951
1572	0.99619
1602	0.996428
1629	0.996666
1676	0.996904
1761	0.997142
1982	0.99738
2011	0.997618
2129	0.997857
2185	0.998095
2230	0.998333
2248	0.998571
2337	0.998809
2439	0.999047
2597	0.999286
2676	0.999524
2692	0.999762
2725	1
1	0.668016
2	0.991188
67	0.991427
228	0.991903
339	0.992141
630	0.992379
679	0.992617
734	0.992855
757	0.993094
758	0.993332
825	0.99357
1019	0.993808
1043	0.994046
1084	0.994284
1108	0.994523
1150	0.994761
1157	0.994999
1294	0.995237
1336	0.995475
1361	0.995713
1571	0.995951
1572	0.99619
1602	0.996428
1629	0.996666
1676	0.996904
1761	0.997142
1982	0.99738
2011	0.997618
2129	0.997857
2185	0.998095
2230	0.998333
2248	0.998571
2337	0.998809
2439	0.999047
2597	0.999286
2676	0.999524
2692	0.999762
2725	1
