1	0.667948
2	0.990274
67	0.9905
228	0.990952
339	0.991178
630	0.991405
679	0.991631
734	0.991857
757	0.992083
758	0.992309
825	0.992536
1019	0.992762
1043	0.992988
1084	0.993214
1108	0.99344
1150	0.993667
1157	0.993893
1294	0.994119
1336	0.994345
1361	0.994571
1552	0.994798
1571	0.995024
1572	0.99525
1602	0.995476
1629	0.995702
1676	0.995929
1761	0.996155
1982	0.996381
2011	0.996607
2129	0.996833
2185	0.997059
2230	0.997286
2248	0.997512
2337	0.997738
2349	0.997964
2361	0.99819
2420	0.998417
2427	0.998643
2439	0.998869
2597	0.999095
2622	0.999321
2676	0.999548
2692	0.999774
2725	1
1	0.667948
2	0.990274
67	0.9905
228	0.990952
339	0.991178
630	0.991405
679	0.991631
734	0.991857
757	0.992083
758	0.992309
825	0.992536
1019	0.992762
1043	0.992988
1084	0.993214
1108	0.99344
1150	0.993667
1157	0.993893
1294	0.994119
1336	0.994345
1361	0.994571
1552	0.994798
1571	0.995024
1572	0.99525
1602	0.995476
1629	0.995702
1676	0.995929
1761	0.996155
1982	0.996381
2011	0.996607
2129	0.996833
2185	0.997059
2230	0.997286
2248	0.997512
2337	0.997738
2349	0.997964
2361	0.99819
2420	0.998417
2427	0.998643
2439	0.998869
2597	0.999095
2622	0.999321
2676	0.999548
2692	0.999774
2725	1
1	0.667948
2	0.990274
67	0.9905
228	0.990952
339	0.991178
630	0.991405
679	0.991631
734	0.991857
757	0.992083
758	0.992309
825	0.992536
1019	0.992762
1043	0.992988
1084	0.993214
1108	0.99344
1150	0.993667
1157	0.993893
1294	0.994119
1336	0.994345
1361	0.994571
1552	0.994798
1571	0.995024
1572	0.99525
1602	0.995476
1629	0.995702
1676	0.995929
1761	0.996155
1982	0.996381
2011	0.996607
2129	0.996833
2185	0.997059
2230	0.997286
2248	0.997512
2337	0.997738
2349	0.997964
2361	0.99819
2420	0.998417
2427	0.998643
2439	0.998869
2597	0.999095
2622	0.999321
2676	0.999548
2692	0.999774
2725	1
1	0.667948
2	0.990274
67	0.9905
228	0.990952
339	0.991178
630	0.991405
679	0.991631
734	0.991857
757	0.992083
758	0.992309
825	0.992536
1019	0.992762
1043	0.992988
1084	0.993214
1108	0.99344
1150	0.993667
1157	0.993893
1294	0.994119
1336	0.994345
1361	0.994571
1552	0.994798
1571	0.995024
1572	0.99525
1602	0.995476
1629	0.995702
1676	0.995929
1761	0.996155
1982	0.996381
2011	0.996607
2129	0.996833
2185	0.997059
2230	0.997286
2248	0.997512
2337	0.997738
2349	0.997964
2361	0.99819
2420	0.998417
2427	0.998643
2439	0.998869
2597	0.999095
2622	0.999321
2676	0.999548
2692	0.999774
2725	1
