1	0.668016
2	0.323172
67	0.000238152
228	0.000476304
339	0.000238152
630	0.000238152
679	0.000238152
734	0.000238152
757	0.000238152
758	0.000238152
825	0.000238152
1019	0.000238152
1043	0.000238152
1084	0.000238152
1108	0.000238152
1150	0.000238152
1157	0.000238152
1294	0.000238152
1336	0.000238152
1361	0.000238152
1571	0.000238152
1572	0.000238152
1602	0.000238152
1629	0.000238152
1676	0.000238152
1761	0.000238152
1982	0.000238152
2011	0.000238152
2129	0.000238152
2185	0.000238152
2230	0.000238152
2248	0.000238152
2337	0.000238152
2439	0.000238152
2597	0.000238152
2676	0.000238152
2692	0.000238152
2725	0.000238152
1	0.668016
2	0.323172
67	0.000238152
228	0.000476304
339	0.000238152
630	0.000238152
679	0.000238152
734	0.000238152
757	0.000238152
758	0.000238152
825	0.000238152
1019	0.000238152
1043	0.000238152
1084	0.000238152
1108	0.000238152
1150	0.000238152
1157	0.000238152
1294	0.000238152
1336	0.000238152
1361	0.000238152
1571	0.000238152
1572	0.000238152
1602	0.000238152
1629	0.000238152
1676	0.000238152
1761	0.000238152
1982	0.000238152
2011	0.000238152
2129	0.000238152
2185	0.000238152
2230	0.000238152
2248	0.000238152
2337	0.000238152
2439	0.000238152
2597	0.000238152
2676	0.000238152
2692	0.000238152
2725	0.000238152
1	0.668016
2	0.323172
67	0.000238152
228	0.000476304
339	0.000238152
630	0.000238152
679	0.000238152
734	0.000238152
757	0.000238152
758	0.000238152
825	0.000238152
1019	0.000238152
1043	0.000238152
1084	0.000238152
1108	0.000238152
1150	0.000238152
1157	0.000238152
1294	0.000238152
1336	0.000238152
1361	0.000238152
1571	0.000238152
1572	0.000238152
1602	0.000238152
1629	0.000238152
1676	0.000238152
1761	0.000238152
1982	0.000238152
2011	0.000238152
2129	0.000238152
2185	0.000238152
2230	0.000238152
2248	0.000238152
2337	0.000238152
2439	0.000238152
2597	0.000238152
2676	0.000238152
2692	0.000238152
2725	0.000238152
1	0.668016
2	0.323172
67	0.000238152
228	0.000476304
339	0.000238152
630	0.000238152
679	0.000238152
734	0.000238152
757	0.000238152
758	0.000238152
825	0.000238152
1019	0.000238152
1043	0.000238152
1084	0.000238152
1108	0.000238152
1150	0.000238152
1157	0.000238152
1294	0.000238152
1336	0.000238152
1361	0.000238152
1571	0.000238152
1572	0.000238152
1602	0.000238152
1629	0.000238152
1676	0.000238152
1761	0.000238152
1982	0.000238152
2011	0.000238152
2129	0.000238152
2185	0.000238152
2230	0.000238152
2248	0.000238152
2337	0.000238152
2439	0.000238152
2597	0.000238152
2676	0.000238152
2692	0.000238152
2725	0.000238152
